Group,Pre_Post,Year,Region,Beach,Crawl_Type,Success_Nest,Date_Found,ID,Obstructed,Object_ID_Spec,Object_ID_Gen,People,Dist_HTL,Dist_Dune,East_Orig,North_Orig,Long_Orig,Lat_Orig,Relocated,East_Relo,North_Relo,Long_Relo,Lat_Relo,Relo_Reason,Comments
Treatment,2_Post,2016,Orange Beach,Orange Beach,Nest,1,6/1/2016,H02,0,NA,NA,NA,18.5,110.9,445538,3348905,-87.56622,30.27059,Yes,445530,3348971,-87.5663,30.27118,Near/At HTL,"Original relo reason - below MHTL
CALLED OBPD abt uncooperative fisherman near her outgoing path.
Lights from several condos caused her to be disoriented and having trouble finding her way to water.
Disorientation caused by condo lights at surrounding condos. New Tarp seems to work well until hatchlings crawled far enough that the lights came over top of tarp. They crawled north. Had to collect and take to water. "
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/1/2016,JFC03,0,NA,NA,NA,12.4,NA,391887,3345729,-88.12361,30.23833,NA,NA,NA,NA,NA,NA,
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/1/2016,JFC05,0,NA,NA,NA,17.6,NA,390829,3346847,-88.13472,30.24832,NA,NA,NA,NA,NA,NA,"Nest attempt was 40 ft above wrack line, turned around at 58 ft."
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/2/2016,A08,0,NA,NA,NA,33.9,0.0,417180,3344430,-87.86067,30.2286,No,NA,NA,NA,NA,NA,"BS5
1 ABNORMALLY LARGE EGG HAD 2 EMBRYOS INSIDE, 1 EMBRYO
MORE DEVELOPED THAT THE OTHER.  MARKED AS 1 EMBRYO/EGG"
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/2/2016,B07,0,NA,NA,NA,17.3,19.4,426584,3345252,-87.76301,30.23663,No,NA,NA,NA,NA,NA,Nest was washed over on 6/6/16 high tide from TS Colin.  Nest covered with water for 2 days.  
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/2/2016,B06,0,NA,NA,NA,1.2,35.5,423076,3344611,-87.79941,30.23062,Yes,423074,3344623,-87.79944,30.23073,Near/At HTL,
Treatment,2_Post,2016,Gulf Shores,Laguna Key,FC,0,6/2/2016,BFC02,0,NA,NA,NA,0.0,40.0,423153,3344614,-87.79861,30.23066,NA,NA,NA,NA,NA,NA,"Definite body pit with spray, dug almost hour no eggs found."
Treatment,2_Post,2016,Orange Beach,Orange Beach,Nest,1,6/2/2016,H03,0,NA,NA,NA,5.5,61.5,445066,3348898,-87.57112,30.2705,Yes,445098,3348935,-87.57079,30.27084,Near/At HTL,"Original relo reason - below MHTL
Lights of Turquoise and Island House will be an issue with this nest.
Turquoise lights the worst in OB. As expected, had to use dark blanket to block light into tarp area from Turquoise to get them to crawl to imprint some to the water, then collected and released at water."
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/3/2016,A09,0,NA,NA,NA,2.4,19.7,405728,3344544,-87.97967,30.22879,Yes,409025,3344794,-87.94544,30.2313,Near/At HTL,"SEVERAL OF THE EGGS WERE VERY HARD.
CALLED IN AT NIGHT BY VISITOR. DEBBIE H & VICKI C WENT OUT
NO FLIPPER TAG-UTM coordinates of original nest are incorrect."
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/3/2016,A10,0,NA,NA,NA,12.4,20.6,417862,3344390,-87.85358,30.22829,No,NA,NA,NA,NA,NA,"REFUGE BS 6
56 eggs with bacteria
10 dead embryos early stage"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,6/3/2016,AFC11,0,NA,NA,NA,0.6,36.4,416755,3344412,-87.86508,30.22841,NA,NA,NA,NA,NA,NA,
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/3/2016,JFC06,0,NA,NA,NA,NA,NA,382823,3346703,-88.2179,30.24628,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/4/2016,A14,0,NA,NA,NA,10.9,0.0,419936,3344383,-87.83203,30.22836,No,NA,NA,NA,NA,NA,"USGS TAGGED
BS 7
11 EGGS WITH BACTERIA, (INFERTILE)
1 LIVE HATCHING BENEATH THE SURFACE, 2 AT BOTTOM OF NEST"
Treatment,2_Post,2016,Orange Beach,Alabama Point,Nest,1,6/4/2016,I01,1,Chairs,Chairs,NA,28.8,0.0,449483,3349823,-87.52525,30.27904,No,NA,NA,NA,NA,NA,Chair attendant saw the turtle emerge from the water and had to move the chairs to clear her path. Rick Dobyns found the eggs. Keeps-Ridleys Turtles.  8 dead babies were tangled in sea oat roots and covered with ants.  Total empty egg shells counted were 127 plus 3 unhatched eggs.  This differs from the computer generated Total Eggs shown above.
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,6/4/2016,J05,0,NA,NA,NA,30.6,6.7,395255,3346439,-88.08868,30.24503,No,NA,NA,NA,NA,NA,1 early stage embryo
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/4/2016,B08,0,NA,NA,NA,8.5,13.0,425214,3344970,-87.77722,30.234,Yes,425209,3344976,-87.77728,30.23405,Near/At HTL,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/4/2016,A11,0,NA,NA,NA,4.2,23.0,412911,3344658,-87.90505,30.23036,Yes,412926,3344702,-87.90489,30.23076,Near/At HTL,"USGS TAGGED @ 5AM
EGGS HAD LOTS OF STRINGY CALCIUM CONNECTING THEM
WE THINK ALL THE CALCIUM IS WHAT CAUSED LOW HATCH RATE.
THE ONES THAT WERE ALIVE AT EXCAVATION WERE MOSTLY UNDER
THE UNHATCHED EGGS."
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/4/2016,B09,0,NA,NA,NA,9.1,38.8,424395,3344805,-87.78572,30.23246,Yes,424394,3344806,-87.78573,30.23247,Near/At HTL,
Treatment,2_Post,2016,Orange Beach,Orange Beach,Nest,1,6/4/2016,H04,1,Sign,Permanent Structure,NA,2.7,45.8,443678,3348636,-87.58554,30.26808,Yes,443682,3348668,-87.5855,30.26836,Near/At HTL,"Large footprints on top of nest. caused screen to be exposed. Police report filed.
27 escaped but depredated.
Nest hatched unexpectedly. 54 turtles recovered from dunes, pool, shrubs, Hampton Inn, The Palms. All turtles headed north once clear of tarp since we had no trench. Trench could not be dug ahead of time due to vehicle and public access. 
1 dead hatchling found at Exon across street"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/5/2016,A12,0,NA,NA,NA,9.1,9.7,405646,3344536,-87.98052,30.22872,Yes,405656,3344538,-87.98042,30.22874,Near/At HTL,
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/5/2016,A16,0,NA,NA,NA,5.8,10.0,419901,3344387,-87.83239,30.2284,No,NA,NA,NA,NA,NA,"BS 8 USGS TAGGED, FROM STORM AND UTV TRACKS HER TRACK WIDTH IS EXTIMATED
3 OF DEAD EMBRYOS WERE ALSO DEPREDATED BY ANTS OR GHOST CRABS, excavation depth of nest is N/A"
Treatment,2_Post,2016,Gulf Shores,West Beach,Nest,1,6/5/2016,C01,0,NA,NA,NA,2.4,32.1,432443,3346098,-87.70217,30.2446,Yes,432433,3346117,-87.70228,30.24477,Near/At HTL,"Disorientation, hatched at 3am, turtles escaped the nest and went north to the parking garage lights of Island Royale Condo"
Treatment,2_Post,2016,Gulf Shores,West Beach,FC,0,6/5/2016,CFC03,0,NA,NA,NA,NA,NA,429242,3345662,-87.73541,30.24048,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/6/2016,A13,0,NA,NA,NA,8.5,0.0,412455,3344684,-87.90979,30.23056,No,NA,NA,NA,NA,NA,USGS TAGGED
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/6/2016,A17,0,NA,NA,NA,18.5,2.4,421105,3344448,-87.81988,30.22903,No,NA,NA,NA,NA,NA,"USGS REPORTED
BS 9
6 EGGS WITH BACTERIA
1 EARLY EMBRYO"
Treatment,2_Post,2016,Gulf Shores,Laguna Key,FC,0,6/6/2016,BFC03,0,NA,NA,NA,6.1,3.0,425263,3344989,-87.77672,30.23417,NA,NA,NA,NA,NA,NA,"body pit 14' long, two area with spray, dug 16'x11' pit no eggs found, marked
area with stake & yellow sign, tracks being washed away with incoming tide"
Ord_Control,2_Post,2016,Gulf State Park,Gulf State Park,FC,0,6/6/2016,GFC02,0,NA,NA,NA,30.3,10.6,436967,3346765,-87.65519,30.25086,NA,NA,NA,NA,NA,NA,This turtle had a long crawl on the beach with at least one major and one minor nesting attempt. The turtle was observed leaving the beach on the morning patrol. Attempts were made to locate the egg clutch but it was never found. The area was marked off and observed throughout the nest term. There were never any signs of a nest hatching. There were no obvious reasons for the turtle not to complete the nesting attempt.
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/6/2016,B10,0,NA,NA,NA,3.9,33.9,424848,3344887,-87.78102,30.23323,Yes,424854,3344904,-87.78096,30.23338,Near/At HTL,"Nest hatched unattended and not tarped.  Tourist crab hunting saw babies and tracks all over in the dunes and towards water.  By the time team was informed and arrived tracks to the water wiped out by people tracks.  Several tracks ended at crab holes and others among heron bird prints.  Gathered and released 12-15, best guess 60 might have made it to the water."
Treatment,2_Post,2016,Orange Beach,Orange Beach,FC,0,6/6/2016,HFC04,1,Wooden Lounger,Wooden Lounger,NA,0.0,NA,440854,3347786,-87.61485,30.26027,NA,NA,NA,NA,NA,NA,The loungers definitely in her path. Her tracks end at beginning of loungers and pick back up again on other side so we thought maybe a nest beat down by the rain. After 2.5 hrs looking decided she just struggled once she got between the loungers to out and back to the water. 
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/7/2016,A15,1,Tent,Tent,NA,0.0,21.2,407621,3344696,-87.96002,30.23031,Yes,407619,3344718,-87.96004,30.23051,Inundated,"USGS PUT SATELITTE GPS #12  NAMED NEPHERDITI BECAUSE SHE
WAS BEAUTIFULL. 1 EGG WAS BROKEN AND BURRIED IN ANOTHER HOLE.
TOP 39 EGGS DRY. ALL REST WERE IN WATER, BUT SHE WENT BACK IN WATER AT 5:45 AND NEST WAS PROCESSED AT 6:15 WAS AMAZED AFTER SEEING THE ORIGINAL NEST THAT WE HAD SUCH A GOOD SUCCESS RATE."
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,6/8/2016,J06,0,NA,NA,NA,15.2,0.3,388633,3347073,-88.15756,30.25016,No,NA,NA,NA,NA,NA,3 Early stage 1 early stage twins
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/8/2016,A18,0,NA,NA,NA,27.6,6.4,422171,3344555,-87.80881,30.23006,No,NA,NA,NA,NA,NA,"BS 10
USGS tagged
DISORENTATION, 12HATCHLINGS LEFT TARP 1-12 INTO VEGATATION/
EMBRYONIC DUNES.
1 escaped depredated hatchling
Estimated to water should be 62 with a survival percentage of 72.1%"
Ord_Control,2_Post,2016,Gulf State Park,Gulf State Park,Nest,1,6/8/2016,G03,1,Shed,Permanent Structure,NA,31.5,40.0,438374,3347110,-87.64059,30.25405,No,NA,NA,NA,NA,NA,Turtle went around one box to nest and avoided the parasail office on the way out. The turtles began to emerge from the nest in the early afternoon . They remained at the top of the nest for about 90 minutes before boiling out to the water. 70 hatchlings made it to the water on 8/9 and 10 more over night and 2 more the next night.
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/8/2016,JFC07,0,NA,NA,NA,NA,NA,383819,3346907,-88.20757,30.24821,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Gulf Shores,Laguna Key,FC,0,6/8/2016,BFC04,0,NA,NA,NA,NA,NA,426749,3345270,-87.76129,30.2368,NA,NA,NA,NA,NA,NA,"well below storm tide line, patrol did not see tracks, wiped out , walked over "
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/9/2016,A19,1,Tent,Tent,NA,27.6,0.6,410114,3344821,-87.93412,30.23163,No,NA,NA,NA,NA,NA,"SHE  WAS A SMART MAMA. WANDERED ALL OVER WHERE WATER HAD
BEEN STANDING DUE TO TS COLIN AND PICKED THE 1ST HIGH SPOT."
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,6/9/2016,AFC13,0,NA,NA,NA,0.0,5.2,408986,3344784,-87.94584,30.23121,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/9/2016,A20,0,NA,NA,NA,16.4,6.4,420827,3344433,-87.82277,30.22887,No,NA,NA,NA,NA,NA,"BS11
USGS tagged
2 EARLY DEAD EMBRYO
1 LATE DEAD EMBRYO"
Treatment,2_Post,2016,Gulf Shores,Laguna Key,FC,0,6/9/2016,BFC05,0,NA,NA,NA,0.0,8.2,425476,3345022,-87.7745,30.23448,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/9/2016,A21,0,NA,NA,NA,23.6,16.7,421155,3344448,-87.81936,30.22903,No,NA,NA,NA,NA,NA,"BS 12
1 EGG BROKEN ON TOP OF CLUTCH, BURIED AWAY FROM NEST, marked as infertile egg
DISORIENTATION ONCE HATCLINGS LEFT TARP TUNNEL. >20 INTO
VEGATATION/EMBRYOTIC DUNES.
20 escaped depredated hatchlings
estimated to water should be 75 with survival percentage of 55.97%
1 INFERTILE EGG WITH BACTERIA.  2 LATE/4 EARLY DEAD EMBRYOS"
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/9/2016,AFC12,0,NA,NA,NA,9.1,NA,419943,3344387,-87.83195,30.2284,NA,NA,NA,NA,NA,NA,BS FC 3
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/9/2016,JFC08,1,Unidentified,Unidentified,NA,NA,NA,391255,3346782,-88.13028,30.24778,NA,NA,NA,NA,NA,NA,"no measurements, pics only, called in by boater"
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/10/2016,AFC15,0,NA,NA,NA,8.2,11.2,401936,3344105,-88.01903,30.22453,NA,NA,NA,NA,NA,NA,(BS-FC-04)
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/10/2016,A22,0,NA,NA,NA,19.4,26.4,410114,3344819,-87.93412,30.23161,Yes,407666,3344742,-87.95955,30.23073,Low elevation,"Original relo reason - low area flooded by TS Colin previously
USGS TAGGED @ 1:30 am.  VISITOR (DEBI FOR MISSOURI) WHO
WITNESSED A15 LAY AND GO TO WATER WAS ALSO AT THIS NEST. UTM coordinates for original nest location or in error. 
HATCHED ON DAY 54 BEFORE TARPED. VISITORS CALLED AND HAD PICKED UP BABIES OUT OF POOL, IN DUNES, ROAD.  PUT ALL LIVE AT EXCAVATION TO WATER BECAUSE OF INCOMING BAD WEATHER."
Treatment,2_Post,2016,Gulf Shores,East Beach,Nest,1,6/10/2016,E01,0,NA,NA,NA,27.0,56.7,433966,3346386,-87.68636,30.24728,Yes,433967,3346403,-87.68635,30.24744,Near/At HTL,"All of the Dead Pipped were half way out of eggs, possible due to being preemie hybrids.
Alive in Nest=were found halfway down egg chamber & digging into East & West sides.  Also some were found digging into bottom- 1 inch."
Treatment,2_Post,2016,Gulf Shores,East Beach,FC,0,6/10/2016,EFC05,1,Hole,Hole,Yes,21.8,NA,432782,3346165,-87.69865,30.24522,NA,NA,NA,NA,NA,NA,People on the beach trying to take a picture of it. 
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/10/2016,JFC09,1,Rocks,Other,NA,37.0,NA,382674,3346716,-88.21945,30.24638,NA,NA,NA,NA,NA,NA,Turtle crawled 122 feet from wrack line to rocks and turned around returning to gulf
Treatment,2_Post,2016,Gulf Shores,Laguna Key,FC,0,6/11/2016,BFC06,1,Sand Fencing,Permanent Structure,NA,40.9,0.0,427796,3345488,-87.75043,30.23883,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/11/2016,A23,0,NA,NA,NA,21.2,6.7,409858,3344819,-87.93678,30.23159,No,NA,NA,NA,NA,NA,"USGS TAGGED.  WE NAMED HER JENNIFER FOR FRIEND OF DEBBIE H WHO
HAD NEVER SEEN A NEST"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,6/11/2016,AFC14,0,NA,NA,NA,18.2,10.9,404015,3344307,-87.99745,30.22652,NA,NA,NA,NA,NA,NA,CRAWLED 250 FEET ALL OVER THE BEACH.  LOTS OF LOOPS
Treatment,2_Post,2016,Orange Beach,Alabama Point,FC,0,6/11/2016,IFC01,0,NA,NA,NA,NA,12.7,447720,3349391,-87.54356,30.27507,NA,NA,NA,NA,NA,NA,"Canine tracks at crawl! False crawl, no attempt to nest, alternating track."
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/12/2016,AFC16,0,NA,NA,NA,27.6,0.0,401312,3344124,-88.02552,30.22465,NA,NA,NA,NA,NA,NA,(BS-FC-05)
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/12/2016,B11,0,NA,NA,NA,20.0,13.3,424032,3344759,-87.78949,30.23202,No,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,Gulf State Park,Gulf State Park,Nest,1,6/12/2016,G04,0,NA,NA,NA,54.8,13.9,438615,3347186,-87.63809,30.25475,No,NA,NA,NA,NA,NA,"Turtle crawled past two vegetation lines, well up the beach in front of the dunes to nest. All 100 hatchlings emerged from the nest and went to the water on 8/16. We found 1 live hatchling when we excavated the nest."
Treatment,2_Post,2016,Orange Beach,Alabama Point,FC,0,6/12/2016,IFC02,0,NA,NA,NA,10.0,22.7,449599,3349814,-87.52404,30.27897,NA,NA,NA,NA,NA,NA,"Classic U shaped crawl. There was a nesting attempt, alternating track, no obstructions in path."
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,6/13/2016,J08,0,NA,NA,NA,24.2,0.0,385082,3346968,-88.19446,30.24888,No,NA,NA,NA,NA,NA,"Nest was not tarped due to remote location on west end beach. Unfortunately, sky glow from Bayou la Batre across the sound to the north was not accounted for. Hatchlings were disoriented and going in the wrong direction during hatching. After volunteers left, tracks were noted in the morning going back into the dunes toward the sound (toward the glow), with predator tracks catching up with many of them. Unsure total number."
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/13/2016,A24,1,Tent Chairs,Multiple,NA,10.3,0.0,408261,3344763,-87.95337,30.23097,No,NA,NA,NA,NA,NA,USGS TAGGED  1:42 AM
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/13/2016,A25,0,NA,NA,NA,16.7,0.0,421363,3344434,-87.8172,30.22892,No,NA,NA,NA,NA,NA,"USGS TAGGED
BS13"
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/13/2016,AFC17,0,NA,NA,NA,9.1,17.3,417080,3344402,-87.8617,30.22834,NA,NA,NA,NA,NA,NA,(BS-FC-06)
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/13/2016,JFC10,1,House,Permanent Structure,NA,NA,NA,386527,3347045,-88.17945,30.24972,NA,NA,NA,NA,NA,NA,
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,6/13/2016,J07,0,NA,NA,NA,NA,NA,382147,3346567,-88.22491,30.24498,No,NA,NA,NA,NA,NA,Nest was west of Katrina Cut. Photographed and coordinates sent it. No further monitoring. 
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/14/2016,A26,0,NA,NA,NA,25.8,3.9,404961,3344452,-87.98763,30.2279,No,NA,NA,NA,NA,NA,"USGS TAGGED AT 12:24 AM
DISORENTED DUE TO NEW TARP MATERIAL FROM AD COMPANY.
WE PUT BLACK TO OUTSIDE THINKING IT WOULD BLOCK MORE LIGHT.
HAD BIG WHITE LETTERS ON INSIDE ALL AROUND PREDATOR SCREEN.
BABIES CRAWLING STRAIGHT UP. HAD TO PUT THEM IN A BUCKET
AND MOVE TO BLACK PART OF TARPS.  LIGNTNING WAS GETTING CLOSE.
THEY STILL HAD PLENTY OF BEACH TO WALK."
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/14/2016,A29,1,Dock Piling,Other,NA,7.6,8.2,411175,3344765,-87.92309,30.2312,Yes,411179,3344772,-87.92305,30.23126,Low elevation,"USGS TAGGED @ 4:30 AM
NAMED ELOIS"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/14/2016,A27,1,Tent Chairs Toys,Multiple,NA,1.5,8.5,411168,3344766,-87.92317,30.23121,Yes,411168,3344777,-87.92317,30.23131,Near/At HTL,USGS TAGGED 9:55 PM
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/14/2016,A30,0,NA,NA,NA,0.9,9.7,412237,3344754,-87.91206,30.23118,Yes,412237,3344754,-87.91206,30.23118,Near/At HTL,"USGS TAGGED @ 4:32 AM
GPS DID NOT WORK  UNABLE TO GET ORIGINAL UTM"
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,6/14/2016,A31,0,NA,NA,NA,23.3,14.2,401925,3344115,-88.01915,30.22462,No,NA,NA,NA,NA,NA,"NEST WORKED UP IMMEDIATELY AFTER NESTING 
TEAM DISCOVERED HER COVERING HER NEST.
BS14
5 TRACKS LOST IN DUNES 
Hatchling decaptiated on top of nest 8/8/16
6 escaped depredated, estimated to water should be 77 with a survival percentage 84.6%"
Treatment,2_Post,2016,Orange Beach,Orange Beach,Nest,1,6/14/2016,H05,0,NA,NA,Yes,22.4,25.2,438909,3347238,-87.63504,30.25523,No,NA,NA,NA,NA,NA,"People in area, footprints on nest and in crawl."
Treatment,2_Post,2016,Gulf Shores,West Beach,Nest,1,6/14/2016,C02,0,NA,NA,NA,6.1,27.3,429871,3345765,-87.72888,30.24145,Yes,429871,3345791,-87.72888,30.24168,Near/At HTL,
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/14/2016,AFC18,0,NA,NA,NA,0.9,30.3,422720,3344546,-87.80311,30.23001,NA,NA,NA,NA,NA,NA,"BS FC 7
VERIFIED UTM NOTED  ARE WHAT IS LISTED ON DATA SHEET"
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/14/2016,B12,0,NA,NA,NA,0.0,37.3,423091,3344608,-87.79926,30.2306,Yes,423089,3344628,-87.79928,30.23078,Near/At HTL,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/14/2016,A28,0,NA,NA,NA,0.0,38.2,405292,3344487,-87.9842,30.22825,Yes,405289,3344526,-87.98423,30.2286,Near/At HTL,"USGS TAGGED AT 5:42 AM
1ST BABY NAMED BETH AFTER BIRTHDAY GIRL WHO WITNESSED MAMA
LAY HER EGGS.
HATCHED IN THE MIDDLE OF A LIGHTNING STORM"
Treatment,2_Post,2016,Gulf Shores,East Beach,FC,0,6/14/2016,EFC06,0,NA,NA,NA,8.5,NA,435385,3346542,-87.67162,30.24877,NA,NA,NA,NA,NA,NA,"2 nesting attempts
Tourists sent pic of Mama sea turtle to Mike R"
Treatment,2_Post,2016,Orange Beach,Orange Beach,FC,0,6/14/2016,HFC06,0,NA,NA,Yes,NA,NA,440551,3347705,-87.61799,30.25953,NA,NA,NA,NA,NA,NA,People on beach took pics and called hotline. Pic indicated tagged #14. Lots of people tracks at area. 
Treatment,2_Post,2016,Orange Beach,Orange Beach,FC,0,6/14/2016,HFC05,1,Wooden Lounger,Wooden Lounger,NA,NA,NA,442525,3348337,-87.59751,30.26532,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/15/2016,B13,1,Sand Fencing,Permanent Structure,NA,29.7,0.0,425285,3345003,-87.77649,30.2343,No,NA,NA,NA,NA,NA,"Morning patrol found escapee tracks in trench and several did not make to water, loss battle with crabs ,  Escaped Depredated 8 = estimated to water 94"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,6/15/2016,A32,0,NA,NA,NA,27.3,0.0,409506,3344805,-87.94044,30.23144,No,NA,NA,NA,NA,NA,USGS TAGGED @ 2:59 AM
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/15/2016,B14,0,NA,NA,NA,18.8,13.6,423540,3344696,-87.7946,30.23142,No,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/15/2016,AFC23,0,NA,NA,NA,8.5,15.2,422704,3344565,-87.80328,30.23018,NA,NA,NA,NA,NA,NA,"BS FC 8 POSSIBILITY OF 2 CRAWLS, WAITING TO HEAR BACK FROM
USGS.  ONLY COUNTING AS 1"
Treatment,2_Post,2016,Gulf Shores,West Beach,Nest,1,6/15/2016,C03,1,Wooden Lounger,Wooden Lounger,NA,26.7,20.9,432218,3346073,-87.70451,30.24436,No,NA,NA,NA,NA,NA,"Encountered obstruction, wooden beach lounger. Went through them coming and going. Tagged turtle, #23 2016
Tag#s 1757 & 1758"
